recno,Name,Vmag,SpType,n_Name,Teff,e_Teff,E_Teff,logg,e_logg,E_logg,[M/H],e_[M/H],E_[M/H],SMR,_RA,_DE,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
218,TYC 3987-1602-1,10.77,G2V," ",5830,50,45,4.7,0.25,0.2,-0.08,0.04,0.04," ",338.04549,54.41403,173293380452197441,338.04555857,54.41396923,0.013,0.013,90.0,1409441792,168,55793.81828704,2,34,11.253,,,,16420,10.798,,,,114724,10.607,,,,16420,10.517,,,,16420,10.484,,,,114724,0.261718
219,TYC 3632-394-1,10.84,G0V," ",6310,50,40,4.15,0.3,0.2,-0.24,0.02,0.04," ",338.31807,52.35905,170833383181321566,338.31810641,52.35905838,0.036,0.036,90.0,1141006336,136,54506.28173611,5,65,11.015,,,,65636,10.67,,,,98404,10.531,,,,100,10.47,,,,16484,10.451,,,,98404,0.085546
220,TYC 3987-1842-1,10.79,G0V," ",6235,40,40,4.7,0.2,0.2,-0.2,0.02,0.02," ",338.38828,54.58646,173503383883424433,338.38825801,54.58640179,0.18,0.137,90.0,604299264,72,56382.26789352,4,77,11.083,,,,32868,10.776,,,,114788,10.685,,,,16484,10.673,,,,32868,10.677,,,,114788,0.214518
221,BD+53 2916,10.2,G0V," ",6130,75,40,3.85,0.45,0.2,-0.02,0.08,0.04," ",338.48049,54.03423,172843384800291931,338.48028766,54.03438074,0.001,0.001,90.0,1075314688,128,55997.49140046,1,4,,,,,32,11.2419,0.001,13.6658,0.0012,114744,,,,,32,10.6073,0.0421,11.8079,0.0824,56,,,,,32,0.691014
222,BD+52 3260,10.77,G0V," ",6145,40,45,4.15,0.25,0.3,-0.04,0.04,0.02," ",339.83007,53.48792,172183398308546192,339.83041044,53.48810241,0.015,0.015,90.0,268513280,32,56988.19027778,0,6,,,,,0,,,,,0,,,,,0,10.3463,0.0,13.1396,0.001,24,13.3518,0.2778,12.2407,0.1174,24,0.981312
223,BD+28 4510,8.72,G2V," ",5480,80,55,3.6,0.4,0.2,-0.22,0.1,0.08," ",345.6709,29.20393,143043456709855198,345.67092,29.203934,0.055,0.055,90.0,1140924416,136,50768.12888889,10,20,9.031,,,,114788,8.526,,,,98404,8.326,,,,98404,8.234,,,,98404,8.192,,,,114788,0.064477
224,HD 217924,7.22,G0V," ",5900,45,60,4.85,0.1,0.3,-0.1,0.06,0.04," ",345.96077,21.59825,133913459609728499,345.96089451,21.59813887,0.001,0.001,90.0,1343750144,160,55990.52037037,2,3,6.6774,0.0817,11.626,0.0699,24,,,,,114720,7.1458,0.001,11.9865,0.001,24,,,,,0,,,,,114720,0.577708
225,BD+28 4515,8.73,G2V," ",5580,45,35,3.5,0.2,0.15,-0.22,0.06,0.06," ",346.05724,28.83726,142603460575455466,346.0572418,28.83726563,0.0,0.0,90.0,268959744,32,51991.66538194,0,9,8.879,0.001,12.8629,0.001,88,8.5844,0.001,12.6975,0.001,80,8.6387,0.009,11.5725,0.0429,80,,,,,64,9.0046,0.1666,10.122,0.0309,88,0.021048
226,HD 218633,8.19,G2V," ",5385,55,85,3.5,0.2,0.4,-0.32,0.08,0.12," ",347.30665,31.84019,146203473068868620,347.30677227,31.84002451,0.001,0.001,90.0,1343750144,160,55871.35905093,4,12,9.2018,0.001,11.8217,0.001,114744,7.8695,0.2838,12.0617,0.0478,114744,,,,,0,7.8645,0.0133,10.8423,0.0502,114744,6.9413,0.0933,10.0938,0.18,114744,0.703394
227,HD 219137,9.21,G1V," ",5665,85,75,4.25,0.35,0.4,0.04,0.1,0.06," ",348.39609,16.34333,127613483960552883,348.39598385,16.34358324,0.013,0.013,90.0,276901888,33,55989.43907407,0,3,,,,,0,13.6821,0.0097,12.0778,0.0849,16777240,,,,,0,,,,,0,14.9817,0.0051,11.1224,0.001,16777240,0.982649
228,BD+60 2506,10.27,G2V,*,5735,90,50,3.0,0.4,0.0,-0.48,0.12,0.08," ",348.84693,61.30005,181563488475890865,348.847252,61.30016476,0.0,0.0,90.0,268959744,32,52007.00171296,0,4,,,,,64,14.494,0.0014,12.8998,0.001,88,14.8826,,,,16777304,13.9455,0.0019,,,88,,,,,64,0.693229
229,BD+60 2526,9.66,G2V," ",5525,45,115,3.5,0.2,0.5,-0.2,0.06,0.16," ",350.52101,61.33895,181603505215927011,350.52147644,61.33896532,0.001,0.001,90.0,1343750144,160,55960.54758102,5,10,10.071,0.0111,12.5748,0.0028,114744,9.2857,0.001,13.5155,0.001,114744,10.1747,0.0616,12.7382,0.2985,114744,,,,,114720,11.2372,0.0,11.7654,0.001,114744,0.807268
230,TYC 4279-1821-1,9.86,G0V," ",5810,35,80,3.5,0.15,0.4,-0.3,0.06,0.08," ",350.66677,61.2259,181473506668051552,350.66680626,61.22596185,0.001,0.001,90.0,1343750144,160,56047.91851852,2,23,10.185,,,,114788,9.571,,,,114788,9.369,,,,68,9.288,,,,68,9.222,,,,68,0.231356
232,BD-03 5686,10.58,G2V," ",5740,60,45,4.15,0.3,0.2,-0.22,0.06,0.06," ",355.03471,-2.48055,105023550346053531,355.03455551,-2.48073534,0.014,0.014,90.0,1107369984,132,56836.33770833,5,58,10.8492,0.0457,12.6474,0.0364,65656,10.4963,0.0656,12.8816,0.0707,32888,10.3401,0.0226,10.3834,0.0306,66680,10.3821,0.0627,12.0511,0.124,32888,10.4652,0.0017,9.9326,0.0021,115832,0.86829
233,BD+29 4982,8.95,G0V," ",5935,30,45,4.0,0.15,0.2,0.02,0.04,0.06," ",355.94519,30.72853,144873559453154601,355.94534847,30.72845274,0.001,0.001,90.0,1343750144,160,56006.24482639,4,8,9.3141,9.0E-4,11.8967,0.0097,114808,9.0181,0.001,11.6697,0.001,114808,9.2818,0.001,11.6216,0.001,114808,8.9309,0.0297,,,114808,,,,,64,0.563778
